紹介ID	紹介日	紹介時間	AL店舗番号	AL店舗名	担当者	統括エリア	都道府県	東西	最新ステータス	契約時間	契約サービス	光サービス	ISP申込	ひかり電話	ウィルスクリア	リモートサポート	無線ルータ	契約日	コミュファ光	ひかりTVパー	無料PC申込
1843586097	15-Apr-13	C(14-16)	e3006	株式会社エイブル 　稲毛店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586098	15-Apr-13	C(14-16)	e2046	株式会社エイブル 　武蔵関店	エイブル	東京西	東京都	東	契約	E(18-20)	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	ウィルス無	リモート無		2013/4/28	ヤマダ	案内了承	
1843586099	15-Apr-13	C(14-16)	e6035	株式会社エイブル 　所沢西口店	エイブル	埼玉	埼玉県	東	契約	B(12-14）	フレッツ光	2S(ﾈ光）	OCN（2年割）	【ネ】基本（4C）	3B（ネ）	3C（ネ）	光ポータブル	2013/4/21	イガリ	案内了承	
1843586100	15-Apr-13	C(14-16)	f029	アエラス新小岩店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586101	15-Apr-13	C(14-16)	e2014	株式会社エイブル 　新宿西口店	エイブル	東京西	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586102	15-Apr-13	C(14-16)	e1034	株式会社エイブル 　平井店	エイブル	東京東	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586103	15-Apr-13	C(14-16)	f029	アエラス新小岩店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586104	15-Apr-13	C(14-16)	e4027	株式会社エイブル 　港北センター南店	エイブル	神奈川東	神奈川県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586105	15-Apr-13	C(14-16)	f032	アエラス荻窪店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586106	15-Apr-13	C(14-16)	e2057	株式会社エイブル 　国分寺店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586107	15-Apr-13	C(14-16)	e2015	株式会社エイブル 　中野店	エイブル	東京西	東京都	東	契約	C(14-16)	フレッツ光	2C(ﾈV)	OCN（2年割）	未入力	3B（ネ）	3C（ネ）		2013/5/31	アサト	案内了承	
1843586108	15-Apr-13	C(14-16)	e7004	株式会社エイブル 　泉中央店	エイブル	仙台	宮城県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586109	15-Apr-13	C(14-16)	f032	アエラス荻窪店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586110	15-Apr-13	C(14-16)	f032	アエラス荻窪店	既存店	アエラスグループ	東京都	東	契約	B(12-14）	フレッツ光	2S(ﾈ光）	BIGLOBE	未入力	ウィルス無	3C（ネ）		2013/4/18	イトウカズエ	案内了承	
1843586111	15-Apr-13	C(14-16)	f032	アエラス荻窪店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586112	15-Apr-13	C(14-16)	f032	アエラス荻窪店	既存店	アエラスグループ	東京都	東	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843586113	15-Apr-13	C(14-16)	f016	プライム錦糸町店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586114	15-Apr-13	C(14-16)	e6030	株式会社エイブル 　志木東口店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586116	15-Apr-13	C(14-16)	f016	プライム錦糸町店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586117	15-Apr-13	C(14-16)	e5007	株式会社エイブル 　琴似店	エイブル	札幌	北海道	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586118	15-Apr-13	C(14-16)	f020	プライム中野店	既存店	アエラスグループ	東京都	東	契約	F(20-LAST)	フレッツ光	81（Bﾌﾚ）	OCN（2年割）	未入力	HS（Bﾌﾚ）	HY（Bﾌﾚ）		2013/4/23	サトウユキ	案内了承	
1843586119	15-Apr-13	C(14-16)	f008	ソレイユ高田馬場店	既存店	アエラスグループ	東京都	東	契約	B(12-14）	フレッツ光	2S(ﾈ光）	BIGLOBE	未入力	ウィルス無	3C（ネ）	光ポータブル	2013/4/16	イトウカズエ	案内了承	
1843586120	15-Apr-13	C(14-16)	f034	アエラス大山店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586121	15-Apr-13	C(14-16)	w483	株式会社ハウスパートナー北千住駅前店	ハウパ		東京都	東	入電待ち			未入力	未入力	未入力	未入力	未入力				未入力	
1843586122	15-Apr-13	C(14-16)	w483	株式会社ハウスパートナー北千住駅前店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586123	15-Apr-13	C(14-16)	w228	株式会社ハウスパートナー亀有店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586124	15-Apr-13	C(14-16)	f034	アエラス大山店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586125	15-Apr-13	C(14-16)	g5007	株式会社エイブル 　小倉店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586126	15-Apr-13	C(14-16)	g5036	株式会社エイブル 　三ヶ森店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586127	15-Apr-13	C(14-16)	g5036	株式会社エイブル 　三ヶ森店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586128	15-Apr-13	D(16-18)	g5036	株式会社エイブル 　三ヶ森店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586129	15-Apr-13	D(16-18)	g5036	株式会社エイブル 　三ヶ森店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586130	15-Apr-13	D(16-18)	g5036	株式会社エイブル 　三ヶ森店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586131	15-Apr-13	D(16-18)	g5036	株式会社エイブル 　三ヶ森店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586132	15-Apr-13	D(16-18)	g5036	株式会社エイブル 　三ヶ森店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586133	15-Apr-13	D(16-18)	g5036	株式会社エイブル 　三ヶ森店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586134	15-Apr-13	D(16-18)	g5036	株式会社エイブル 　三ヶ森店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586135	15-Apr-13	D(16-18)	g5036	株式会社エイブル 　三ヶ森店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586136	15-Apr-13	D(16-18)	g5036	株式会社エイブル 　三ヶ森店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586137	15-Apr-13	D(16-18)	g5023	株式会社エイブル 　西新店	エイブル西	福岡北	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586139	15-Apr-13	D(16-18)	e1029	株式会社エイブル 　錦糸町店	エイブル	東京東	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586140	15-Apr-13	D(16-18)	e3003	株式会社エイブル 　千葉店	エイブル	千葉	千葉県	東	契約	B(12-14）	フレッツ光	81（Bﾌﾚ）	BIGLOBE	未入力	HS（Bﾌﾚ）	HY（Bﾌﾚ）		2013/4/16	サトウユキ	案内了承	
1843586141	15-Apr-13	D(16-18)	e6021	株式会社エイブル 　草加東口店	エイブル	埼玉	東京都	東	入電待ち			未入力	未入力	未入力	未入力	未入力				未入力	
1843586142	15-Apr-13	D(16-18)	e6011	株式会社エイブル 　西川口店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586143	15-Apr-13	D(16-18)	e2016	株式会社エイブル 　東中野店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586144	15-Apr-13	D(16-18)	e6021	株式会社エイブル 　草加東口店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586145	15-Apr-13	D(16-18)	e2016	株式会社エイブル 　東中野店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586147	15-Apr-13	D(16-18)	f002	アエラス池袋西口店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586150	15-Apr-13	E(18-20)	i000	株式会社エリッツホールディングス	既存店（西）		京都府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586151	15-Apr-13	E(18-20)	w228	株式会社ハウスパートナー亀有店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586152	15-Apr-13	E(18-20)	w201	株式会社ハウスパートナー綾瀬店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586153	15-Apr-13	E(18-20)	w203	株式会社ハウスパートナー新松戸店	ハウパ		千葉県	東	契約	B(12-14）	フレッツ光	2S(ﾈ光）	BIGLOBE	未入力	3B（ネ）	3C（ネ）		2013/4/20	ワタナベ	案内了承	
1843586154	15-Apr-13	E(18-20)	e3011	株式会社エイブル 　五香店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586155	15-Apr-13	E(18-20)	f027	プライム蒲田店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586156	15-Apr-13	E(18-20)	f006	アエラス駒込店	既存店	アエラスグループ	東京都	東	契約	B(12-14）	フレッツ光	81（Bﾌﾚ）	OCN（2年割）	未入力	ウィルス無	リモート無	無線	2013/4/22	イガリ	案内了承	
1843586157	15-Apr-13	E(18-20)	w449	ハウス・トゥ・ハウス・ネットサービス株式会社　池袋店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586158	15-Apr-13	E(18-20)	w200	株式会社ハウスパートナー 南柏店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586159	15-Apr-13	E(18-20)	f010	ソレイユ川口店	既存店	アエラスグループ	埼玉県	東	入電待ち			未入力	未入力	未入力	未入力	未入力				未入力	
1843586160	15-Apr-13	E(18-20)	w451	ハウス・トゥ・ハウス・ネットサービス株式会社　大山店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586161	15-Apr-13	E(18-20)	e1005	株式会社エイブル 　月島店	エイブル	東京南	東京都	東	契約	D(16-18)	フレッツ光	2C(ﾈV)	OCN（2年割）	未入力	3B（ネ）	3C（ネ）		2013/5/8	カワイ	案内了承	
1843586162	15-Apr-13	E(18-20)	e2042	株式会社エイブル 　江古田店	エイブル	東京北	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586163	15-Apr-13	E(18-20)	e2065	株式会社エイブル 　八王子店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586164	15-Apr-13	E(18-20)	e2003	株式会社エイブル 　十条店	エイブル	東京北	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586165	15-Apr-13	E(18-20)	e4027	株式会社エイブル 　港北センター南店	エイブル	神奈川東	神奈川県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586166	15-Apr-13	E(18-20)	g4011	株式会社エイブル 　西明石店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586167	15-Apr-13	E(18-20)	e1040	株式会社エイブル 　東陽町店	エイブル	東京東	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586168	15-Apr-13	E(18-20)	e4067	株式会社エイブル 　秦野店	エイブル	神奈川西	神奈川県	東	契約	E(18-20)	フレッツ光	2R(HF)	OCN（2年割）	【ネ】基本（4C）	3B（ネ）	3C（ネ）	有線	2013/4/20	タナカマドカ	案内了承	
1843586169	15-Apr-13	E(18-20)	e2039	株式会社エイブル 　成増店	エイブル	東京北	埼玉県	東	契約	E(18-20)	フレッツ光	2S(ﾈ光）	BIGLOBE	未入力	3B（ネ）	3C（ネ）	有線	2013/4/23	イソノ	案内了承	
1843586170	15-Apr-13	E(18-20)	e2039	株式会社エイブル 　成増店	エイブル	東京北	東京都	東	契約	B(12-14）	フレッツ光	81（Bﾌﾚ）	OCN（2年割）	未入力	HS（Bﾌﾚ）	HY（Bﾌﾚ）	光ポータブル	2013/4/28	ヤマダ	案内了承	
1843586171	15-Apr-13	E(18-20)	w200	株式会社ハウスパートナー 南柏店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586172	15-Apr-13	E(18-20)	w451	ハウス・トゥ・ハウス・ネットサービス株式会社　大山店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586173	15-Apr-13	E(18-20)	f010	ソレイユ川口店	既存店	アエラスグループ	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586174	15-Apr-13	E(18-20)	w482	ハウス・トゥ・ハウス・ネットサービス株式会社　日暮里店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586175	15-Apr-13	F(20-LAST)	e1033	株式会社エイブル 　瑞江店	エイブル	東京東	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586176	15-Apr-13	F(20-LAST)	e1053	株式会社エイブル 　蒲田東口店	エイブル	東京南	東京都	東	契約	B(12-14）	フレッツ光	81（Bﾌﾚ）	OCN（2年割）	未入力	HS（Bﾌﾚ）	HY（Bﾌﾚ）		11-May-13	カワイ	案内了承	
1843586177	15-Apr-13	F(20-LAST)	e4067	株式会社エイブル 　秦野店	エイブル	神奈川西	神奈川県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586178	15-Apr-13	F(20-LAST)	w204	株式会社ハウスパートナー金町店	ハウパ		東京都	東	入電待ち			未入力	未入力	未入力	未入力	未入力				未入力	
1843586179	15-Apr-13	F(20-LAST)	f005	アエラス目黒店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586180	15-Apr-13	F(20-LAST)	f033	アエラス武蔵小山店	既存店	アエラスグループ	東京都	東	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843586181	15-Apr-13	F(20-LAST)	f033	アエラス武蔵小山店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586182	15-Apr-13	F(20-LAST)	w205	株式会社ハウスパートナー柏東口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586183	15-Apr-13	F(20-LAST)	w504	株式会社ハウスパートナー 錦糸町店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586184	15-Apr-13	F(20-LAST)	f007	アエラス代々木店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586186	15-Apr-13	F(20-LAST)	f033	アエラス武蔵小山店	既存店	アエラスグループ	東京都	東	入電待ち			未入力	未入力	未入力	未入力	未入力				未入力	
1843586188	15-Apr-13	F(20-LAST)	g1017	株式会社エイブル 　名古屋駅本店	エイブル西	東海南	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586189	15-Apr-13	F(20-LAST)	g3020	株式会社エイブル 　京阪守口店	エイブル西	大阪中央	大阪府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586190	15-Apr-13	F(20-LAST)	g5033	株式会社エイブル 　二日市店	エイブル西	福岡南	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586192	15-Apr-13	F(20-LAST)	g5007	株式会社エイブル 　小倉店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586193	15-Apr-13	F(20-LAST)	g5007	株式会社エイブル 　小倉店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586194	15-Apr-13	F(20-LAST)	g1016	株式会社エイブル 　黒川店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586195	15-Apr-13	F(20-LAST)	g4002	株式会社エイブル 　六甲店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586197	15-Apr-13	F(20-LAST)	g3015	株式会社エイブル 　川西店	エイブル西	北大阪	兵庫県	西	契約	D(16-18)	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	ウィルス無	3C（ネ）	光ポータブル	2013/4/19	サトウユキ	案内了承	
1843586198	15-Apr-13	F(20-LAST)	g3043	株式会社エイブル 　住道店	エイブル西	大阪東	大阪府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586200	15-Apr-13	F(20-LAST)	g3034	株式会社エイブル 　新大阪店	エイブル西	大阪北摂	大阪府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586201	15-Apr-13	F(20-LAST)	w204	株式会社ハウスパートナー金町店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586202	15-Apr-13	F(20-LAST)	f010	ソレイユ川口店	既存店	アエラスグループ	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586203	15-Apr-13	F(20-LAST)	f034	アエラス大山店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586204	15-Apr-13	F(20-LAST)	e3014	株式会社エイブル 　松戸店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586205	15-Apr-13	F(20-LAST)	e3030	株式会社エイブル 　柏東口店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843586206	15-Apr-13	F(20-LAST)	e2065	株式会社エイブル 　八王子店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585789	14-Apr-13	A(10-12)	f016	プライム錦糸町店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585790	14-Apr-13	A(10-12)	f020	プライム中野店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585791	14-Apr-13	A(10-12)	w516	ハウス・トゥ・ハウス・ネットサービス株式会社　西日暮里店	ハウス・トゥ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585792	14-Apr-13	A(10-12)	f010	ソレイユ川口店	既存店	アエラスグループ	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585793	14-Apr-13	A(10-12)	a007	フレッツ光HIS専用受付センター	HIS		東京都	東	契約	C(14-16)	フレッツ光	81（Bﾌﾚ）	OCN（2年割）	未入力	ウィルス無	HY（Bﾌﾚ）	光ポータブル	2013/4/14	タナカマドカ	不可	
1843585794	14-Apr-13	A(10-12)	a004	Ponta_mail	Ponta		大阪府	西	契約	D(16-18)	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	ウィルス無	3C（ネ）	無線	22-Apr-13	イトウカズエ	案内了承	
1843585795	14-Apr-13	B(12-14)	g1005	株式会社エイブル 　上小田井店	エイブル西	東海北	愛知県	西	入電待ち			未入力	未入力	未入力	未入力	未入力				未入力	
1843585796	14-Apr-13	B(12-14)	e1052	株式会社エイブル 　蒲田西口店	エイブル	東京南	東京都	東	契約	B(12-14）	フレッツ光	2S(ﾈ光）	BIGLOBE	未入力	3B（ネ）	3C（ネ）		2013/4/14	サトウユキ	案内了承	
1843585797	14-Apr-13	B(12-14)	e2005	株式会社エイブル 　幡ヶ谷店	エイブル	東京中央	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585798	14-Apr-13	B(12-14)	f024	アエラス王子店	既存店	アエラスグループ	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585799	14-Apr-13	B(12-14)	e4062	株式会社エイブル 　湘南辻堂店	エイブル	神奈川南	神奈川県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585800	14-Apr-13	B(12-14)	e6029	株式会社エイブル 　志木南口店	エイブル	埼玉	埼玉県	東	契約	A(10-12）	フレッツ光	2S(ﾈ光）	BIGLOBE	未入力	3B（ネ）	3C（ネ）	無線	2013/4/19	サトウユキ	案内了承	
1843585801	14-Apr-13	B(12-14)	e6029	株式会社エイブル 　志木南口店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585802	14-Apr-13	B(12-14)	e2066	株式会社エイブル 　福生西口駅前店	エイブル	東京西	東京都	東	契約	F(20-LAST)	フレッツ光（移転）	未入力	未入力	未入力	未入力	未入力		2013/4/14	ワタナベ	未入力	
1843585803	14-Apr-13	B(12-14)	e1052	株式会社エイブル 　蒲田西口店	エイブル	東京南	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585804	14-Apr-13	B(12-14)	e2008	株式会社エイブル 　明大前西口店	エイブル	東京中央	東京都	東	キャンセル	E(18-20)	フレッツ光	81（Bﾌﾚ）	BIGLOBE	未入力	ウィルス無	HY（Bﾌﾚ）		2013/4/14	イソノ	案内了承	
1843585805	14-Apr-13	B(12-14)	e2008	株式会社エイブル 　明大前西口店	エイブル	東京中央	東京都	東	契約	E(18-20)	フレッツ光	81（Bﾌﾚ）	BIGLOBE	未入力	ウィルス無	HY（Bﾌﾚ）	光ポータブル	2013/4/20	タナカマドカ	案内了承	
1843585806	14-Apr-13	B(12-14)	e6018	株式会社エイブル 　武蔵浦和店	エイブル	埼玉	埼玉県	東	契約	D(16-18)	フレッツ光	81（Bﾌﾚ）	BIGLOBE	未入力	3B（ネ）	3C（ネ）	光ポータブル	14-Apr-13	ワタナベ	案内了承	
1843585807	14-Apr-13	B(12-14)	g1008	株式会社エイブル 　池下店	エイブル西	東海北	愛知県	西	入電待ち			未入力	未入力	未入力	未入力	未入力				未入力	
1843585808	14-Apr-13	C(14-16)	f006	アエラス駒込店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585809	14-Apr-13	C(14-16)	f006	アエラス駒込店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585810	14-Apr-13	C(14-16)	f026	プライム恵比寿店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585811	14-Apr-13	C(14-16)	w452	ハウス・トゥ・ハウス・ネットサービス株式会社　板橋店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585812	14-Apr-13	C(14-16)	w455	ハウス・トゥ・ハウス・ネットサービス株式会社　赤羽店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585813	14-Apr-13	C(14-16)	w449	ハウス・トゥ・ハウス・ネットサービス株式会社　池袋店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585814	14-Apr-13	C(14-16)	g1030	株式会社エイブル 　岡崎店	エイブル西	東海南	愛知県	西	契約	D(16-18)	イーモバイル	未入力	未入力	未入力	未入力	未入力		16-Apr-13	アサト	未入力	
1843585815	14-Apr-13	C(14-16)	g1006	株式会社エイブル 　西春店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585816	14-Apr-13	C(14-16)	g5010	株式会社エイブル 　守恒店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585817	14-Apr-13	C(14-16)	g5021	株式会社エイブル 　薬院店	エイブル西	福岡南	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585818	14-Apr-13	C(14-16)	g1005	株式会社エイブル 　上小田井店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585819	14-Apr-13	C(14-16)	g1005	株式会社エイブル 　上小田井店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585820	14-Apr-13	C(14-16)	g5020	株式会社エイブル 　新宮店	エイブル西	福岡北	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585821	14-Apr-13	C(14-16)	g3081	株式会社エイブル 　松原店	エイブル西	大阪東	大阪府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585822	14-Apr-13	C(14-16)	g5019	株式会社エイブル 　粕屋店	エイブル西	福岡北	福岡県	西	契約	D(16-18)	フレッツ光	3L（HF_隼）	OCN（2年割）	未入力	ウィルス無	3C（ネ）		2013/4/23	イガリ	案内了承	
1843585823	14-Apr-13	C(14-16)	g4014	株式会社エイブル 　新長田店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585824	14-Apr-13	C(14-16)	w453	ハウス・トゥ・ハウス・ネットサービス株式会社　板橋東口店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585825	14-Apr-13	C(14-16)	w453	ハウス・トゥ・ハウス・ネットサービス株式会社　板橋東口店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585826	14-Apr-13	C(14-16)	f015	ソレイユ池袋店	既存店	閉店	東京都	東	契約	C(14-16)	フレッツ光	81（Bﾌﾚ）	OCN（2年割）	未入力	HS（Bﾌﾚ）	HY（Bﾌﾚ）	光ポータブル	2013/4/21	アサト	案内了承	Kindle fireHD
1843585827	14-Apr-13	C(14-16)	f014	ソレイユ渋谷店	既存店	アエラスグループ	東京都	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843585828	14-Apr-13	C(14-16)	w452	ハウス・トゥ・ハウス・ネットサービス株式会社　板橋店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585829	14-Apr-13	C(14-16)	w203	株式会社ハウスパートナー新松戸店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585830	14-Apr-13	C(14-16)	w205	株式会社ハウスパートナー柏東口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585831	14-Apr-13	C(14-16)	f012	ソレイユ十条店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585832	14-Apr-13	C(14-16)	f004	アエラス赤羽店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585833	14-Apr-13	C(14-16)	w456	ハウス・トゥ・ハウス・ネットサービス株式会社　川口店	ハウス・トゥ		埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843585834	14-Apr-13	C(14-16)	w454	ハウス・トゥ・ハウス・ネットサービス株式会社　十条店	ハウス・トゥ		東京都	東	契約	B(12-14）	フレッツ光	2S(ﾈ光）	BIGLOBE	未入力	3B（ネ）	3C（ネ）		2013/4/16	サトウユキ	案内了承	
